FID,id,rbd,nombre,letra,numero,direcc_cal,direcc_num,of_piso,direccion,comuna,telefono,dependenci,precio,predio_m2,edificacio,directivos,profesores,administra,tecnicos,auxiliares,personal_t,pasetotal,paselibre,furgontota,furgonacre,sitios,matriculaj,almuerzoju,rinden_sim,rinden_paa,menosde5,de6a13,de14a17,masde18,fuente,prebasica,basica,media,superior,otra,privado,bespecial,bprebasica,bbasica,bh_c,bcomercial,bindustria,btecnica,bcft,bip,bu,badulto,botra,rbd_d,localidad,clase,coord_x,coord_y,provincial,nombre_2,layer,tipo,dependen_1
1231,2259,10148 6,DOCTOR RICARDO OLEA,,945,RICARDO VIAL,8099,1,8099 RICARDO VIAL,LO PRADO,6437910,3,5000,0,0,1,0,1,0,1,8,0,0,3,3,0,115,100,0,0,0,60,0,0,1,0,0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,10148 6,SANTIAGO,BASICA,338477.54343,6298407.74415,PROVINCIAL PONIENTE,DOCTOR RICARDO OLEA,BASICA,ED BASICA,Particulares Subvencionados
1232,2260,10103 6,SOR TERESA DE LOS ANDES,D,414,SAN PABLO,8011,1,8011 SAN PABLO,LO PRADO,6434227,1,1500,7800,0,4,0,0,0,5,48,0,35,5,3,0,0,0,0,0,169,1036,0,0,1,169,1036,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10103 6,SANTIAGO,BASICA,338458.30938,6298092.125,PROVINCIAL PONIENTE,SOR TERESA DE LOS ANDES,BASICA,ED BASICA,Estatales
1233,2261,10097 8,MARISCAL DE AYACUCHO,D,409,GABRIELA MISTRAL,992,1,992 GABRIELA MISTRAL,LO PRADO,6434335,2,2000,0,0,3,0,0,0,2,25,0,7,1,0,1,0,0,0,0,147,513,0,0,1,147,513,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10097 8,SANTIAGO,BASICA,338667.93125,6298568.75,PROVINCIAL PONIENTE,MARISCAL DE AYACUCHO,BASICA,ED BASICA,Municipales
1234,2262,10149 4,RAPA NUI,,371,LAS TORRES,935,1,935 LAS TORRES,LO PRADO,7730784,3,15000,500,2,1,0,1,0,1,13,0,17,3,1,0,300,90,0,0,40,270,0,0,1,40,270,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10149 4,SANTIAGO,BASICA,339163.46685,6298520.47381,PROVINCIAL PONIENTE,RAPA NUI,BASICA,ED BASICA,Particulares Subvencionados
1235,2263,10076 5,COMPLEJO EDUCACIONAL PEDRO PRADO,A,86,SAN PABLO,6500,1,6500 SAN PABLO,LO PRADO,7734631,1,6000,15000,0,12,0,13,0,10,125,0,46,0,0,0,0,0,0,56,80,700,1120,657,1,80,700,1777,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,10076 5,SANTIAGO,MEDIA,339501.7464,6298129.88998,PROVINCIAL PONIENTE,COMPLEJO EDUCACIONAL PEDRO PRADO,MEDIA,ED MEDIA,Estatales
1236,2264,10156 7,JARDIN LO PRADO,,456,LAS SIEMPREVIVAS,1081,1,1081 LAS SIEMPREVIVAS,LO PRADO,6433207,3,15000,1000,2,3,0,2,0,2,23,0,15,1,0,0,400,100,0,0,45,300,0,0,1,45,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10156 7,SANTIAGO,BASICA,339047.08005,6298959.88046,PROVINCIAL PONIENTE,JARDIN LO PRADO,BASICA,ED BASICA,Particulares Subvencionados
1237,2265,11835 4,ROYAL SCHOOL,,1261,MIN GANA,40,1,40 MIN GANA,LO PRADO,7761589,3,21500,6000,3.52,1,0,2,0,5,16,0,27,4,4,4,70,85,0,0,57,172,0,0,1,57,172,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11835 4,SANTIAGO,BASICA,340326.40443,6296951.09939,PROVINCIAL PONIENTE,ROYAL SCHOOL,BASICA,ED BASICA,Particulares Subvencionados
1238,2266,10092 7,GOLDA MEIER,D,404,MIN MORA,6000,1,6000 MIN MORA,LO PRADO,7796316,2,2500,7405,0,2,0,1,0,4,30,0,12,3,0,0,600,70,0,0,68,494,0,0,1,68,494,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10092 7,SANTIAGO,BASICA,340438.73562,6297476.29348,PROVINCIAL PONIENTE,GOLDA MEIER,BASICA,ED BASICA,Municipales
1239,2267,10176 1,RENACER,,934,AVENIDA PORTALES,5904,1,5904 AVENIDA PORTALES,LO PRADO,7734025,3,0,0,0,1,0,3,0,1,11,0,25,3,2,0,70,100,0,0,0,96,0,0,1,0,0,0,0,96,0,1,0,0,0,0,0,0,0,0,0,0,0,10176 1,SANTIAGO,BASICA,340493.75747,6298062.31378,PROVINCIAL PONIENTE,RENACER,BASICA,ED BASICA,Particulares Subvencionados
1240,2268,10089 7,JAIME GOMEZ GARCIA,D,400,SAN GERMAN,839,1,839 SAN GERMAN,LO PRADO,7736197,1,0,0,0,4,0,0,0,5,35,0,60,4,2,0,0,0,0,0,101,651,0,11,1,101,662,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10089 7,SANTIAGO,BASICA,340208.17891,6298400.725,PROVINCIAL PONIENTE,JAIME GOMEZ GARCIA,BASICA,ED BASICA,Estatales
1241,2269,10147 8,BABILONIA,,1159,AVENIDA PORTALES,6010,1,6010 AVENIDA PORTALES,LO PRADO,7752602,3,25000,650,2,1,0,2,0,1,11,0,0,3,2,0,320,0,0,0,36,231,0,0,1,36,231,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10147 8,SANTIAGO,BASICA,340243.25299,6298088.76324,PROVINCIAL PONIENTE,BABILONIA,BASICA,ED BASICA,Particulares Subvencionados
1242,2271,10106 0,POETA PABLO NERUDA,D,417,OBISPO RODRIGUEZ,5935,1,5935 OBISPO RODRIGUEZ,LO PRADO,7796115,2,1000,0,0,3,0,0,0,4,39,0,32,9,3,6,0,0,0,0,190,692,0,0,1,190,692,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10106 0,SANTIAGO,BASICA,340710.03594,6296982.975,PROVINCIAL PONIENTE,POETA PABLO NERUDA,BASICA,ED BASICA,Municipales
1243,2272,10162 1,DAGOBERTO GODOY NRO.3,,,ISLA DECEPCION,232,1,232 ISLA DECEPCION,LO PRADO,7793123,3,29350,0,0,4,0,14,0,6,89,0,147,5,5,0,0,0,0,32,270,1352,180,0,1,270,1352,180,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10162 1,SANTIAGO,MEDIA,340782.3125,6297453.55,PROVINCIAL PONIENTE,DAGOBERTO GODOY NRO.3,MEDIA,ED MEDIA,Particulares Subvencionados
1244,2273,24730 8,ADVENTISTA LAS REJAS,,1467,PEDRO DE CORDOVA,5817,1,5817 PEDRO DE CORDOVA,LO PRADO,7760917,3,34000,360,2.5,2,0,1,0,1,13,0,53,6,4,0,270,60,0,0,65,343,0,0,1,65,343,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24730 8,SANTIAGO,BASICA,341072.23706,6297349.65493,PROVINCIAL PONIENTE,ADVENTISTA LAS REJAS,BASICA,ED BASICA,Particulares Subvencionados
1245,2274,10140 0,FRINGS COLLEGE,,672,SAGITARIO,5295,1,5295 SAGITARIO,LO PRADO,7795603,3,80000,0,0,2,0,0,0,4,16,0,0,5,2,0,0,0,0,0,40,201,0,0,1,40,201,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10140 0,SANTIAGO,BASICA,341350.19922,6297118.75,PROVINCIAL PONIENTE,FRINGS COLLEGE,BASICA,ED BASICA,Particulares Subvencionados
1246,2275,10114 1,ESTADOS UNIDOS,E,389,STA INES,654,1,654 STA INES,LO PRADO,7732871,1,2000,5567,5.63,2,0,0,0,5,32,0,12,6,0,0,0,0,0,0,165,662,0,0,1,165,662,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10114 1,SANTIAGO,BASICA,341109.99679,6298069.04028,PROVINCIAL PONIENTE,ESTADOS UNIDOS,BASICA,ED BASICA,Estatales
1247,2276,9741 1,ESCUELA BASICA,E,587,ORTIZ DE ZARATE,3373,1,3373 ORTIZ DE ZARATE,LO ESPEJO,0,1,2000,0,0,4,0,0,0,3,33,0,10,1,0,0,0,0,0,0,90,550,0,0,1,90,550,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9741 1,SANTIAGO,BASICA,341987.77793,6288580.63016,PROVINCIAL SUR,ESCUELA BASICA,BASICA,ED BASICA,Estatales
1248,2277,9817 5,COLEGIO KENNEDY,,181,MAIPU,9384,3,9384 MAIPU,LO ESPEJO,5580112,3,6500,1500,2.8,2,0,4,0,2,21,0,17,4,0,0,0,0,0,0,60,275,0,0,1,60,275,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9817 5,SANTIAGO,BASICA,342441.21535,6288399.33325,PROVINCIAL SUR,COLEGIO KENNEDY,BASICA,ED BASICA,Particulares Subvencionados
1249,2278,12139 8,SOL DE CHILE NRO.2,,204,LEON DE LA BARRA,304,1,304 LEON DE LA BARRA,LO ESPEJO,5272635,3,0,2700,0,2,0,2,0,2,26,0,3,3,0,0,0,0,0,0,125,762,0,0,1,125,762,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12139 8,SANTIAGO,BASICA,342474.29827,6288825.85768,PROVINCIAL SUR,SOL DE CHILE NRO.2,BASICA,ED BASICA,Particulares Subvencionados
1250,2279,9726 8,ESCUELA BASICA FRANCISCO MERY,D,593,AVENIDA CENTENARIO,380,1,380 AVENIDA CENTENARIO,LO ESPEJO,5582703,1,1500,12460,0,4,0,0,0,4,61,0,9,6,0,0,0,0,0,0,140,1220,0,145,1,140,1275,90,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,9726 8,SANTIAGO,MEDIA,342508.78133,6288359.19447,PROVINCIAL SUR,ESCUELA BASICA FRANCISCO MERY,MEDIA,ED MEDIA,Estatales
1251,2280,24489 9,SAINT PHILLIPS OF NERY COLLEGE NR.2,,370,ASTABURUAGA,9350,1,9350 ASTABURUAGA,LO ESPEJO,5586097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,158,0,0,2,23,158,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,24489 9,SANTIAGO,BASICA,342804.90078,6288451.275,PROVINCIAL SUR,SAINT PHILLIPS OF NERY COLLEGE NR.2,BASICA,ED BASICA,Municipales
1252,2281,9853 1,SAINT TRINITY COLLEGE,,,9 DE ENERO,2699,1,02699 9 DE ENERO,LO ESPEJO,5278228,3,500,0,0,3,0,1,0,3,31,0,0,5,1,0,800,70,0,0,218,754,0,0,1,218,754,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9853 1,SANTIAGO,BASICA,342724.28149,6288873.07166,PROVINCIAL SUR,SAINT TRINITY COLLEGE,BASICA,ED BASICA,Particulares Subvencionados
1253,2282,9750 0,CENTRO DE EDUCACION PARTICULAR SAINT ORLAND,,,PIO XII,8057,1,8057 PIO XII,LO ESPEJO,5215520,3,3000,5250,0,3,0,3,0,6,32,0,44,1,0,0,600,100,0,0,90,570,0,0,1,90,570,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9750 0,SANTIAGO,BASICA,342237.43768,6290122.34834,PROVINCIAL SUR,CENTRO DE EDUCACION PARTICULAR SAINT ORLAND,BASICA,ED BASICA,Particulares Subvencionados
1254,2283,9707 1,ESCUELA BASICA,D,568,LA HABANA,7461,1,7461 LA HABANA,LO ESPEJO,5212884,1,1000,8900,0,3,0,0,0,3,26,0,0,0,0,0,500,80,0,0,54,403,0,0,1,54,403,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9707 1,SANTIAGO,BASICA,342598.05661,6290435.81364,PROVINCIAL SUR,ESCUELA BASICA,BASICA,ED BASICA,Estatales
1255,2284,9822 1,LAS ESPIGAS,,188,19 SUR,3820,1,03820 19 SUR,LO ESPEJO,5211963,3,0,1200,0,1,0,1,0,1,9,0,0,0,0,0,0,0,0,0,90,217,0,0,1,90,217,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9822 1,SANTIAGO,BASICA,342437.31165,6290409.55681,PROVINCIAL SUR,LAS ESPIGAS,BASICA,ED BASICA,Particulares Subvencionados
1256,2285,9740 3,REPUBLICA DE LAS FILIPINAS,E,586,JUPITER,7746,1,7746 JUPITER,LO ESPEJO,5220514,1,0,0,0,3,0,0,0,3,24,0,45,0,0,0,0,0,0,0,75,340,0,20,1,75,360,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,9740 3,SANTIAGO,BASICA,343214.16641,6289516.675,PROVINCIAL SUR,REPUBLICA DE LAS FILIPINAS,BASICA,ED BASICA,Estatales
1257,2286,9709 8,BLUE STAR,D,569,MONTERREY,7419,1,7419 MONTERREY,LO ESPEJO,5216426,1,1000,8050,0,4,0,0,0,3,39,0,3,0,0,0,0,0,0,0,126,974,0,0,1,126,974,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9709 8,SANTIAGO,BASICA,343153.69297,6290348.775,PROVINCIAL SUR,BLUE STAR,BASICA,ED BASICA,Estatales
1258,2287,9690 3,CENTRO EDUCACIONAL CARDENAL  I. MARIA CARO,A,110,CARD JOSE MARIA CARO,3745,1,3745 CARD JOSE MARIA CARO,LO ESPEJO,5211999,1,15150,0,0,4,0,4,0,7,66,0,27,0,0,0,0,0,0,28,0,0,632,337,1,0,11,958,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,9690 3,SANTIAGO,MEDIA,342847.42666,6291067.56558,PROVINCIAL SUR,CENTRO EDUCACIONAL CARDENAL  I. MARIA CARO,MEDIA,ED MEDIA,Estatales
1259,2288,9796 9,ADVENTISTA BUENAVENTURA,,58,BUENAVENTURA,3928,1,03928 BUENAVENTURA,LO ESPEJO,5213763,3,31000,5600,0,3,0,1,0,3,31,0,20,5,3,0,600,0,0,0,90,580,0,0,1,90,580,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9796 9,SANTIAGO,BASICA,342653.78255,6291421.13695,PROVINCIAL SUR,ADVENTISTA BUENAVENTURA,BASICA,ED BASICA,Particulares Subvencionados
1260,2289,9800 0,PRESIDENTE JOHN F. KENNEDY,,80,BUENAVENTURA,3824,1,3824 BUENAVENTURA,LO ESPEJO,5216469,3,3000,0,0,3,0,0,0,4,44,0,75,4,4,0,1000,100,0,0,180,1395,0,0,1,180,1395,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9800 0,SANTIAGO,BASICA,342886.88596,6291328.6363,PROVINCIAL SUR,PRESIDENTE JOHN F. KENNEDY,BASICA,ED BASICA,Particulares Subvencionados
1261,2290,9705 5,ESCUELA INTEGRADORA SALOMON SACK,D,564,JOSE JOAQUIN PRIETO,7271,3,7271 JOSE JOAQUIN PRIETO,LO ESPEJO,5216323,1,2000,0,0,1,0,0,0,4,18,0,0,2,0,0,300,100,0,0,32,286,0,0,1,32,286,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9705 5,SANTIAGO,BASICA,344471.54321,6289794.5893,PROVINCIAL SUR,ESCUELA INTEGRADORA SALOMON SACK,BASICA,ED BASICA,Estatales
1262,2291,9697 0,LICEO 133 DE LO ESPEJO,B,133,ISABEL RIQUELME,6919,1,6919 ISABEL RIQUELME,LO ESPEJO,5216479,1,2150,0,0,3,0,7,0,7,63,0,52,2,0,0,0,0,0,15,55,601,174,196,1,55,618,353,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,9697 0,SANTIAGO,MEDIA,343847.04141,6290578.8,PROVINCIAL SUR,LICEO 133 DE LO ESPEJO,MEDIA,ED MEDIA,Estatales
1263,2292,9716 0,SIN NOMBRE,D,582,ACAPULCO,7661,1,7661 ACAPULCO,LO ESPEJO,5216661,1,2000,6095,0,3,0,2,0,5,37,0,10,2,0,6,950,0,0,0,111,752,0,0,1,111,752,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9716 0,SANTIAGO,BASICA,344108.90859,6289841.625,PROVINCIAL SUR,SIN NOMBRE,BASICA,ED BASICA,Estatales
1264,2293,24570 4,ESCUELA SAGRADO CORAZON (EX MADRE DE DIOS),,136,HUASCO,7147,1,7147 HUASCO,LO ESPEJO,5211090,3,7600,0,0,4,0,4,0,6,54,0,0,0,0,8,0,0,0,20,89,715,224,56,1,89,715,280,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,24570 4,SANTIAGO,MEDIA,344024.98748,6290327.65276,PROVINCIAL SUR,ESCUELA SAGRADO CORAZON (EX MADRE DE DIOS),MEDIA,ED MEDIA,Particulares Subvencionados
1265,2294,9733 0,CLARA ESTRELLA,E,565,VINA DEL MAR,7041,1,7041 VINA DEL MAR,LO ESPEJO,5211092,1,1500,6300,0,2,0,1,0,3,31,0,17,3,0,0,0,0,0,0,108,679,0,0,1,108,679,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9733 0,SANTIAGO,BASICA,344344.73651,6290299.32426,PROVINCIAL SUR,CLARA ESTRELLA,BASICA,ED BASICA,Estatales
1266,2295,12103 7,ESCUELA ESPECIAL DE EDUCACION MUNICIPAL TAMARUGAL,,355,LO OVALLE,0,1,2300 P LO OVALLE,LO ESPEJO,5212000,3,2000,7000,0,2,0,2,0,4,15,0,8,2,0,0,150,100,0,0,0,73,0,0,1,0,0,0,0,73,0,1,0,0,0,0,0,0,0,0,0,0,0,12103 7,SANTIAGO,BASICA,344275.49492,6291126.11225,PROVINCIAL SUR,ESCUELA ESPECIAL DE EDUCACION MUNICIPAL TAMARUGAL,BASICA,ED BASICA,Particulares Subvencionados
1267,2296,10118 4,ATATURK,E,419,SCALA,571,1,571 SCALA,LO PRADO,7739554,1,3000,0,0,3,0,1,0,4,33,0,0,2,2,0,450,95,0,0,164,589,0,0,1,164,589,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10118 4,SANTIAGO,BASICA,340700.16449,6298059.24486,PROVINCIAL PONIENTE,ATATURK,BASICA,ED BASICA,Estatales
1268,2297,10010 2,CIUDAD DE CARACAS,F,293,9 DE JULIO,5300,1,5300 9 DE JULIO,LO PRADO,7751568,1,0,6300,0,4,0,0,0,4,30,0,19,0,0,0,440,80,0,0,88,483,0,0,1,88,483,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10010 2,SANTIAGO,BASICA,341204.97876,6298692.06331,PROVINCIAL PONIENTE,CIUDAD DE CARACAS,BASICA,ED BASICA,Estatales
1269,2300,10127 3,COLEGIO DIFERENCIAL QUILLAHUE,F,423,GRAL JUAN BUENDIA,350,1,350 GRAL JUAN BUENDIA,LO PRADO,7799402,1,0,0,0,2,0,10,0,5,54,0,45,7,4,4,150,100,0,0,0,500,0,0,1,0,0,0,0,500,0,1,0,0,0,0,0,0,0,0,0,0,0,10127 3,SANTIAGO,BASICA,339460.70198,6297550.42735,PROVINCIAL PONIENTE,COLEGIO DIFERENCIAL QUILLAHUE,BASICA,ED BASICA,Estatales
1270,2301,10142 7,DOCTORA VICTORIA GARCIA,,811,AKRON,330,1,330 AKRON,LO PRADO,0,3,20000,900,3,2,0,1,0,2,14,0,0,4,4,2,150,10,0,0,38,155,0,0,1,38,155,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10142 7,SANTIAGO,BASICA,339256.31771,6297456.82302,PROVINCIAL PONIENTE,DOCTORA VICTORIA GARCIA,BASICA,ED BASICA,Particulares Subvencionados
1271,2302,24843 6,SAN LUIS DE BELTRAN,,1522,EL TRANQUE,1442,1,1442 EL TRANQUE,PUDAHUEL,6435864,3,0,5000,0,2,0,1,0,8,17,0,0,3,0,0,188,100,0,0,64,124,0,0,1,64,124,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24843 6,SANTIAGO,BASICA,335459.9964,6299742.06147,PROVINCIAL PONIENTE,SAN LUIS DE BELTRAN,BASICA,ED BASICA,Particulares Subvencionados
1272,2303,9736 5,BERNARDO O'HIGGINS,E,574,PIO XII,3050,1,3050 PIO XII,LO ESPEJO,5214858,1,1000,4601,0,4,0,0,0,4,31,0,10,0,0,0,700,60,0,0,71,603,0,0,1,71,603,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9736 5,SANTIAGO,BASICA,342539.97493,6290891.04693,PROVINCIAL SUR,BERNARDO O'HIGGINS,BASICA,ED BASICA,Estatales
1273,2304,9720 9,HERNAN OLGUIN MAYBEE,D,588,CENTRAL,8108,1,8108 CENTRAL,LO ESPEJO,5212554,1,1500,0,0,3,0,3,0,4,45,0,0,3,0,0,0,0,0,0,117,930,0,0,1,117,930,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9720 9,SANTIAGO,BASICA,342407.97788,6289534.68651,PROVINCIAL SUR,HERNAN OLGUIN MAYBEE,BASICA,ED BASICA,Estatales
1274,2305,9974 0,LICAN RAY,,1228,RIO BUENO,8950,1,8950 RIO BUENO,PUDAHUEL,6440070,3,0,5000,6,3,0,2,0,6,25,0,0,1,0,0,450,100,0,0,66,508,0,0,1,66,508,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9974 0,SANTIAGO,BASICA,337172.7616,6299825.77955,PROVINCIAL PONIENTE,LICAN RAY,BASICA,ED BASICA,Particulares Subvencionados
1275,2306,10102 8,ALBERT EINSTEIN,D,413,PSJE JAZMIN,1266,1,1266 PSJE JAZMIN,PUDAHUEL,6432959,2,1000,2000,0,2,0,0,0,3,21,0,0,2,2,0,180,100,0,0,75,386,0,0,1,75,386,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10102 8,SANTIAGO,BASICA,336944.28256,6299240.61515,PROVINCIAL PONIENTE,ALBERT EINSTEIN,BASICA,ED BASICA,Municipales
1276,2307,10197 4,JUANA DE LESTONNAC,E,325,PASAJE CUATRO,5125,1,5125 PASAJE CUATRO,RENCA,6411188,2,4000,1200,7.2,3,0,0,0,3,16,0,11,2,2,1,350,100,0,0,42,338,0,0,1,42,338,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10197 4,SANTIAGO,BASICA,339701.58756,6302701.44697,PROVINCIAL PONIENTE,JUANA DE LESTONNAC,BASICA,ED BASICA,Municipales
1277,2308,10217 2,HELENICO,,1188,MANUEL RODRIGUEZ,1621,1,1621 MANUEL RODRIGUEZ,RENCA,6413864,3,0,600,4,2,0,2,0,1,15,0,80,0,0,0,80,100,0,0,70,329,0,0,1,70,329,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10217 2,SANTIAGO,BASICA,339875.45786,6303287.0033,PROVINCIAL PONIENTE,HELENICO,BASICA,ED BASICA,Particulares Subvencionados
1278,2309,24812 6,SAN JOSE DE RENCA,,1513,BALMACEDA,4883,1,4883 BALMACEDA,RENCA,6412230,3,53400,5000,0,3,0,2,0,7,34,0,100,12,0,1,50,100,0,0,65,613,0,0,1,65,613,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24812 6,SANTIAGO,BASICA,340079.25431,6302915.6045,PROVINCIAL PONIENTE,SAN JOSE DE RENCA,BASICA,ED BASICA,Particulares Subvencionados
1279,2310,24828 2,LICEO POLITECNICO EL SENOR DE RENCA,,,BALMACEDA,4495,1,4495 BALMACEDA,RENCA,6461038,3,12650,0,0,4,0,4,0,2,27,0,0,0,0,0,310,0,0,0,0,0,181,45,1,0,0,226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24828 2,SANTIAGO,MEDIA,340832.89746,6302811.52546,PROVINCIAL PONIENTE,LICEO POLITECNICO EL SENOR DE RENCA,MEDIA,ED MEDIA,Particulares Subvencionados
1280,2311,10228 8,PRIMITIVA ECHEVERRIA,,26,JOSE MANUEL BALMACEDA,4251,1,4251 JOSE MANUEL BALMACEDA,RENCA,6411708,3,0,0,0,3,0,2,0,4,31,0,78,6,0,0,810,100,0,0,67,630,0,0,1,67,630,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10228 8,SANTIAGO,BASICA,341229.39494,6302686.61889,PROVINCIAL PONIENTE,PRIMITIVA ECHEVERRIA,BASICA,ED BASICA,Particulares Subvencionados
1281,2312,10219 9,INTEGRAL CAUPOLICAN DE RENCA,,,BAQUEDANO,4144,1,4144 BAQUEDANO,RENCA,6411092,3,9500,710,6.52,2,0,1,0,1,20,0,5,1,0,0,300,50,0,0,26,223,0,0,1,26,223,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10219 9,SANTIAGO,BASICA,341582.94612,6303020.80032,PROVINCIAL PONIENTE,INTEGRAL CAUPOLICAN DE RENCA,BASICA,ED BASICA,Particulares Subvencionados
1282,2313,11926 1,ROQUER,,1277,DOMINGO SANTA MARIA,4012,1,4012 DOMINGO SANTA MARIA,RENCA,6417374,3,32000,1170,4,1,0,0,0,2,14,0,8,4,0,0,400,75,0,0,27,237,0,0,1,27,237,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11926 1,SANTIAGO,BASICA,341753.35172,6302424.06862,PROVINCIAL PONIENTE,ROQUER,BASICA,ED BASICA,Particulares Subvencionados
1283,2314,10221 0,CHARLES DARWIN,,1128,LOS ACACIOS,1368,1,1368 LOS ACACIOS,RENCA,6416180,3,35000,1272,5.16,2,0,3,0,1,24,0,12,6,0,0,308,0,0,0,59,237,0,60,1,59,250,47,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10221 0,SANTIAGO,MEDIA,342644.66059,6302156.07378,PROVINCIAL PONIENTE,CHARLES DARWIN,MEDIA,ED MEDIA,Particulares Subvencionados
1284,2315,10205 9,MANUEL BULNES PRIETO,E,315,ANIBAL ZANARTU,3870,3,3870 ANIBAL ZANARTU,RENCA,6418272,2,3000,0,0,3,0,0,0,3,25,0,5,1,0,0,400,75,0,0,50,421,0,0,1,50,421,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10205 9,SANTIAGO,BASICA,343364.58822,6301348.52581,PROVINCIAL PONIENTE,MANUEL BULNES PRIETO,BASICA,ED BASICA,Municipales
1285,2316,24471 6,SANTA MARIA DE LA PROVIDENCIA,,1357,LOS MAQUIS,0,1,1251 B LOS MAQUIS,RENCA,6411304,3,8000,800,0,1,0,1,0,1,7,0,0,0,0,0,0,0,0,0,84,0,0,0,1,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24471 6,SANTIAGO,PREBASICA,342957.13678,6301793.864,PROVINCIAL PONIENTE,SANTA MARIA DE LA PROVIDENCIA,PREBASICA,ED PREBASICA,Particulares Subvencionados
1286,2317,10212 1,JUANA ATALA DE HIRMAS,F,330,JUANA ATALA DE HIRMAS,2469,1,2469 JUANA ATALA DE HIRMAS,RENCA,6418528,2,5000,2180,0,2,0,0,0,5,27,0,68,5,5,1,300,100,0,0,51,388,0,0,1,51,388,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10212 1,SANTIAGO,BASICA,344207.19083,6300734.85797,PROVINCIAL PONIENTE,JUANA ATALA DE HIRMAS,BASICA,ED BASICA,Municipales
1287,2318,10012 9,GIL DE CASTRO,E,309,PEDRO GIL DE CASTRO,2691,1,2691 PEDRO GIL DE CASTRO,QUINTA NORMAL,7736459,2,1500,2637,9.57,3,0,0,0,2,22,0,2,1,0,0,240,100,0,0,36,331,0,0,1,36,331,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10012 9,SANTIAGO,BASICA,340290.49871,6301746.09885,PROVINCIAL PONIENTE,GIL DE CASTRO,BASICA,ED BASICA,Municipales
