FID,codest,nomeste,codreg,nomreg,codss,nomss,codcom,nomcom,pertenen,tipoest,certifi,depend,nivel,viaacceso,direcc,longitud,latitud,cod_nuevo
1084,15-301,CESFAM-Eduardo Geyter (N° 2),6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Almarza S/N Rancagua,-70.7397910503,-34.1787338107,115301
1085,15-302,CESFAM-Abel Zapata (N° 3),6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Miguel Ramírez  S/N Rancagua,-70.7120439778,-34.174505041,115302
1086,15-303,CESFAM-María Latiffe (N° 4),6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Republica de Chile S/N Rancagua,-70.7371649465,-34.1546050202,115303
1087,15-304,CESFAM-Juan Chiorrini (N° 5),6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,La Compañía S/N Rancagua,-70.7152573776,-34.1645284688,115304
1088,15-305,CESFAM-Machalí,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6108,Machalí,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Castro  398 Machalí,-70.651606321,-34.180317112,115305
1089,15-306,CESFAM-San Francisco Mostazal,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6110,Mostazal,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Luco  S/N Mostazal,-70.7081280932,-33.9783168373,115306
1090,15-307,CESFAM-Codegua,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6102,Codegua,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,O'Higgins 376 Codegua,-70.6670389418,-34.0391078763,115307
1091,15-308,CESFAM-Doñihue,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6105,Doñihue,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Pasaje,Dr. Sanhueza  S/N Doñihue,-70.961127877,-34.223273351,115308
1092,15-309,CESFAM-Coltauco,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6104,Coltauco,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Avenida,Arturo Prat S/N Coltauco,-71.0838197234,-34.2875806879,115309
1093,15-310,CESFAM-Requínoa,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6116,Requínoa,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Comercio S/N Requínoa,-70.8171223461,-34.2879575006,115310
1094,15-311,CESFAM-Las Cabras,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6107,Las Cabras,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,John Kennedy  506 Las Cabras,-71.3071855937,-34.2905574204,115311
1095,15-312,CESFAM-Quinta de Tilcoco,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6114,Quinta de Tilcoco,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Avenida,Castro 299 Quinta de Tilcoco,-70.9657726484,-34.3532914534,115312
1096,15-313,CESFAM-Peralillo,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6307,Peralillo,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Cardenal Caro  S/N Peralillo,-71.4771088806,-34.4779822624,115313
1097,15-314,CESFAM-La Estrella,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6202,La Estrella,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,21 de Mayo  S/N La Estrella,-71.6530541644,-34.2089657268,115314
1098,15-315,CESFAM-Chépica,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6302,Chepica,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,18 de Septiembre  S/N Chepica,-71.2681648693,-34.7335066269,115315
1099,15-316,CESFAM-Paredones,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6206,Paredones,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Avenida,Dr. Moore 84 Paredones,-71.898699403,-34.642803134,115316
1100,15-317,CESFAM-Chacabuco,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6301,San Fernando,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Manso de Velasco  S/N San Fernando,-70.9919754936,-34.5742599813,115317
1101,15-318,CGR- Placilla (Placilla),6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6308,Placilla,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Oscar Gajardo 84 Placilla,-71.1170018,-34.6391753,115318
1102,15-319,CESFAM-Santa Cruz,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6310,Santa Cruz,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Diego Portales 625 Santa Cruz,-71.3690328939,-34.6343951923,115319
1103,15-320,CESFAM-Valle Mar,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6205,Navidad,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Plaza General Bonilla 25 Navidad,-71.8302838989,-33.9537178016,115320
1104,15-321,CESFAM-Lo Miranda,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6105,Doñihue,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Pedro Aguirre Cerda  S/N Doñihue,-70.8896706614,-34.1989168082,115321
1105,15-322,CESFAM-Rosario,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6115,Rengo,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,San Ignacio  S/N Rengo,-70.8376250887,-34.3489087184,115322
1106,15-323,CESFAM-Oriente de San Fernando,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6301,San Fernando,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,José Miguel Carrera  S/N San Fernando,-70.97090384,-34.5965160344,115323
1107,15-324,CESFAM-N° 6,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Constanza  1790 Rancagua,-70.709034751,-34.1494888617,115324
1108,15-325,CESFAM-de Malloa,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6109,Malloa,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Bernales  127 Malloa,-70.9443019465,-34.4414448631,115325
1109,15-326,CESFAM-de Pelequen,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6109,Malloa,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Pueblo de Pelequen S/N Malloa,-70.8943592492,-34.4613419063,115326
1110,15-327,CESFAM-Olivar Alto,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6111,Olivar,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Rafael Estrada  200 Olivar,-70.8146248359,-34.2129786751,115327
1111,15-328,CESFAM-Cunaco,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6305,Nancagua,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Pueblo de Cunaco S/N Nancagua,-71.2838588637,-34.6513673194,115328
1112,15-329,CESFAM-Rengo,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6115,Rengo,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Arturo Prat  1850 Rengo,-70.8505963249,-34.3943462898,115329
1113,15-330,CESFAM-Gultro,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6111,Olivar,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Orocoipo  S/N Olivar,-70.7569203938,-34.2034108405,115330
1114,15-331,CESFAM-La Esperanza,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6112,Peumo,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Isla  18 Peumo,-71.2710830922,-34.3054121646,115331
1115,15-351,CRS-La Brújula,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Centro de Referencia de Salud,S/C,Municipal,Secundario,Calle,Cuevas  165 Rancagua,-70.7328166603,-34.1701018657,115351
1116,15-445,CGR- Palmilla,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6306,Palmilla,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Ciudad de Palmilla S/N Palmilla,-71.360831934,-34.5958700102,115445
1117,15-600,COSAM- de Rancagua,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Consultorio de Salud Mental,S/C,Servicio de Salud,Secundario,Calle,Freire 341?,-70.7352586421,-34.1702924205,115600
1118,15-601,COSAM- Santa Cruz,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6310,Santa Cruz,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Pasaje,Los Língues 125 Santa Cruz,-71.3700209578,-34.6403043099,115601
1119,15-700,CECOF-San Rafael,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Provincial Irene Frei  S/N Rancagua,-70.7526676594,-34.155245365,115700
1120,15-701,CECOF-Dr. Eduardo de Geyter,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Santa Adela  769 Rancagua,-70.7421936494,-34.1950086662,115701
1121,15-703,CECOF-Ciudad de Paju,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Los Arcángeles  1249 Rancagua,-70.7367274309,-34.1299250982,115703
1122,15-712,CECOF-Guacarhue,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6114,Quinta de Tilcoco,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,José María Caro  S/N Quinta de Tilcoco,-71.0162977836,-34.3557688645,115712
1123,15-717,CECOF-Consultorio Chacabuco,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6301,San Fernando,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Avelino Barros  S/N San Fernando,-71.0010306843,-34.5741185755,115717
1124,15-800,SAPU-Enrique Dintrans,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Baquedano  626 Rancagua,-70.7641650015,-34.1668120365,115800
1125,15-801,SAPU-Eduardo de Geyter,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Almarza 1064 Rancagua,-70.7397919846,-34.1787370436,115801
1126,15-802,SAPU-Abel Zapata,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Bombero Villalobos 10 Rancagua,-70.7120439778,-34.174505041,115802
1127,15-803,SAPU-María Latiffe,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Republica de Chile S/N Rancagua,-70.7371649465,-34.1546050202,115803
1128,15-805,SAPU-Machalí,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6108,Machalí,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Miranda  420 Machalí,-70.651606321,-34.180317112,115805
1129,15-823,SAPU-Oriente de San Fernando,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6301,San Fernando,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,José Miguel Carrera  S/N San Fernando,-70.97090384,-34.5965160344,115823
1130,15-850,SAR Oriente,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Servicio de Atencion Primaria de Urgencia de Alta Resolutividad,S/C,Servicio de Salud,Primario,Calle,"Juan Martínez de Rosas 0702, Población Manuel Rodríguez",-70.7235653334,-34.1629702633,115850
1131,15-900,SAPU-Centro,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6301,San Fernando,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Manso de Velasco  S/N San Fernando,-70.9919754936,-34.5742599813,200145
1132,15-901,SAPU-Ignacio Caroca,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Constanza 1790 Rancagua,-70.709034751,-34.1494888617,200146
1133,15-902,SAPU-Rosario,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6115,Rengo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,San Ignacio  145 Rengo,-70.8376250887,-34.3489087184,200147
1134,15-942,COSAM- Rancagua 2,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Consultorio de Salud Mental,S/C,Servicio de Salud,Secundario,Calle,Alameda 611 Rancagua,-70.741937,-34.164489,200042
1135,15-943,COSAM- Graneros,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6106,Graneros,Perteneciente,Consultorio de Salud Mental,S/C,Servicio de Salud,Secundario,Calle,Camino Real 140 Graneros,-70.7319989366,-34.067458577,200043
1136,15-944,COSAM- Doñihue,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6105,Doñihue,Perteneciente,Consultorio de Salud Mental,S/C,Servicio de Salud,Secundario,Calle,Dr. Sanhueza S/N Doñihue,-70.961127877,-34.223273351,200044
1137,15-975,CESFAM-San Vicente de Tagua Tagua,6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6117,San Vicente,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,Central 460 San Vicente,-71.0721520605,-34.4378877665,200075
1138,16-011,PRAIS (S.S Del Maule),7,Del Maule,16,Servicio de Salud Del Maule,7101,Talca,Perteneciente,Programa de Reparacion y Atencion Integral de Salud,S/C,Servicio de Salud,No Aplica,Calle,1 Norte 963 Talca,-71.6630267123,-35.4259983867,116011
1139,16-150,Centro Reproductivo Regional de Sangre,7,Del Maule,16,Servicio de Salud Del Maule,7101,Talca,Perteneciente,Centro de Diagnostico y Terapeutico,S/C,Servicio de Salud,Secundario,Calle,1 Norte  S/N Talca,-71.6644069295,-35.4248407717,116150
1140,16-265,Centro La Escalera,7,Del Maule,16,Servicio de Salud Del Maule,7101,Talca,Perteneciente,Centro de Diagnostico y Terapeutico,S/C,Otra Institución,Secundario,Calle,17 Norte  2745 Talca,-71.6457479361,-35.4261032681,116265
1141,16-266,Crea Chile,7,Del Maule,16,Servicio de Salud Del Maule,7101,Talca,Perteneciente,Centro de Diagnostico y Terapeutico,S/C,Otra Institución,Secundario,Calle,1 Sur  626 Talca,-71.6674093517,-35.4268901105,116266
1142,16-267,Nexos Ltda.,7,Del Maule,16,Servicio de Salud Del Maule,7101,Talca,Perteneciente,Centro de Diagnostico y Terapeutico,S/C,Otra Institución,Secundario,Calle,13 Norte  S/N Talca,-71.6518096908,-35.4098056338,116267
1143,16-300,CESFAM-Sol de Septiembre,7,Del Maule,16,Servicio de Salud Del Maule,7301,Curicó,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Alessandri  S/N Curicó,-71.218863611,-34.9760481636,116300
1144,16-301,CESFAM-Miguel Ángel Arenas López,7,Del Maule,16,Servicio de Salud Del Maule,7301,Curicó,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Balmaceda  179 Curicó,-71.2487967873,-34.9905732101,116301
1145,16-302,CESFAM-Colón,7,Del Maule,16,Servicio de Salud Del Maule,7301,Curicó,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Balmaceda  S/N Curicó,-71.247954009,-34.9728780223,116302
1146,16-303,CESFAM-Curicó,7,Del Maule,16,Servicio de Salud Del Maule,7301,Curicó,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Freire 189 Curicó,-71.2378000297,-34.9765289876,116303
1147,16-304,CESFAM-Lontué,7,Del Maule,16,Servicio de Salud Del Maule,7304,Molina,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Hospital  S/N Molina,-71.2742017678,-35.0558466313,116304
1148,16-305,CESFAM-José Dionisio Astaburuaga,7,Del Maule,16,Servicio de Salud Del Maule,7101,Talca,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,12 Norte S/N Talca,-71.6548612089,-35.4121033212,116305
1149,16-306,CESFAM-La Florida,7,Del Maule,16,Servicio de Salud Del Maule,7101,Talca,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Catorce Sur S/N,-71.678389955,-35.4359850112,116306
1150,16-307,CESFAM-Julio Contardo Urzúa,7,Del Maule,16,Servicio de Salud Del Maule,7101,Talca,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,11 Oriente  S/N Talca,-71.6548620599,-35.447516859,116307
1151,16-308,CESFAM-Valentín Letelier,7,Del Maule,16,Servicio de Salud Del Maule,7401,Linares,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Rengo  S/N Linares,-71.6047637456,-35.851407362,116308
1152,16-309,CESFAM-San Juan Dios de Linares,7,Del Maule,16,Servicio de Salud Del Maule,7401,Linares,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Colo-Colo S/N Linares,-71.5902159051,-35.8514091151,116309
1153,16-310,CESFAM-Villa Alegre,7,Del Maule,16,Servicio de Salud Del Maule,7407,Villa Alegre,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Francisco Antonio Encina 141 Villa Alegre,-71.7348262884,-35.6860898908,116310
